"gene","Bahti_H28","Bahti_H30","Bahti_H29","Bahti_H27","W1","W2","W4","W78","W5","W6","W10","W21","W30","W25","W26","W1332","W1351","W1343","W1321","W1312","W1344","W1336","W1337","W1335","W1314","W1319","W1341","Bahti_H19","W1330","Bahti_H16","Bahti_H18","W1350","W1308","Bahti_H15","W1324","W34","W1317","W1323","Bahti_H14","W27","W23","Bahti_H17","W1347","Bahti_H7","W31","Bahti_H12","W1333","W1325","W3","W1318","Bahti_H26","W24","W33","Bahti_H6","W29","W35","Bahti_H2","Bahti_H8","Bahti_H20","W13","W36","W18","Bahti_H13","W7","Bahti_H25","W37","Bahti_H24","Bahti_H10","RF4","W17","W1310","Bahti_H22","W22","W32","RF2","Bahti_H21","Bahti_H5","Greece2","W1340","W1326","W80","Greece1","W9","Bahti_H41","Bahti_H23","Bahti_H45","Bahti_H3","Greece3","W1322","Bahti_H1","product"
"GUT_GENOME000231_5_28",NA,NA,NA,NA,NA,0.155878467635403,0.155878467635403,NA,0.103918978423602,0,NA,NA,0,0.124702774108323,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155878467635403,0,0,0,0,0.103918978423602,0,0,0,0.233817701453105,0,0,0,0.0623513870541612,0,NA,0.051959489211801,0.155878467635403,0,0.155878467635403,0.051959489211801,0,0,0,0.103918978423602,NA,0.0779392338177015,0,0.311756935270806,0,0,0,0,0.155878467635403,0.0779392338177015,0,0,0.0623513870541612,0.155878467635403,0.155878467635403,0,0,0,0,0,NA,0,0.311756935270806,0.103918978423602,0,0.103918978423602,0,NA,0,0,"hypothetical protein"
"GUT_GENOME000231_5_29",NA,NA,NA,NA,NA,NA,0.604982206405694,NA,1.20996441281139,NA,NA,NA,NA,0.504151838671412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504151838671412,NA,NA,NA,NA,1.20996441281139,NA,NA,NA,0.504151838671412,NA,NA,NA,0.241992882562278,NA,NA,NA,0.504151838671412,NA,NA,NA,NA,NA,NA,NA,NA,1.20996441281139,NA,1.20996441281139,0.604982206405694,0.302491103202847,0.604982206405694,NA,0.504151838671412,1.20996441281139,NA,0.604982206405694,0.302491103202847,NA,0.504151838671412,0.604982206405694,NA,0.604982206405694,NA,NA,NA,0.604982206405694,0.302491103202847,0.378113879003559,0.604982206405694,0.378113879003559,NA,0.604982206405694,NA,NA,"hypothetical protein"
"GUT_GENOME000231_5_30",NA,NA,NA,NA,NA,NA,0,NA,0,NA,0.27621247113164,NA,0,0.27621247113164,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.0460354118552733,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.0920708237105466,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,"hypothetical protein"
"GUT_GENOME000231_5_31",NA,NA,NA,NA,NA,NA,0.0346761655481865,NA,0.0368434258949482,NA,NA,NA,0,0.0196498271439723,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.0368434258949482,0,0,0,0.0196498271439723,0,0,0,0.0256302093182248,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0.0203274073903162,0.0285239426283469,0.0421067724513693,0.0285239426283469,0,0.0190159617522313,0,0,0.0285239426283469,0,0.0196498271439723,0.0105266931128423,0.0294747407159585,0,0.0294747407159585,0,0,NA,0.0294747407159585,0,0.0235797925727668,0.0304911110854743,0.0294747407159585,0,0.0982491357198618,0,0,"S-adenosylmethionine synthase"
"GUT_GENOME000231_5_32",NA,NA,NA,NA,NA,NA,0.146354733405876,NA,0.317101922379398,NA,NA,NA,NA,0.292709466811752,NA,0.229076974026588,0.229076974026588,0.229076974026588,0.229076974026588,0.229076974026588,0.229076974026588,0.215680659756028,0.229076974026588,0.229076974026588,0.229076974026588,0.229076974026588,0.229076974026588,0.229076974026588,0.229076974026588,0.234167573449401,0.229076974026588,0.195139644541168,0.229076974026588,0.229076974026588,0.229076974026588,NA,0.231086421167173,0.229076974026588,0.229076974026588,0.0836312762319291,0.292709466811752,0.227662918631363,0.226184587990899,0.200274898344883,0.0975698222705839,0.229076974026588,0.231086421167173,0.219532100108814,0.292709466811752,0.157612789821713,NA,NA,NA,0.199574636462558,0.0798298545850232,NA,0.211401281586265,0.195139644541168,0.195139644541168,0.125446914347894,0.22383665109134,0.237826441784548,0.17218203930103,0.146354733405876,0.292709466811752,0.292709466811752,0.292709466811752,0.156111715632934,0.292709466811752,0.256120783460283,0.135096676990039,0.292709466811752,0.125446914347894,0.209078190579823,0.292709466811752,0.292709466811752,0.133049757641705,0.292709466811752,0,0.117083786724701,NA,0.439064200217628,0.219532100108814,0.0650465481803893,0.292709466811752,NA,0.159659709170046,0.292709466811752,0.117083786724701,0.215680659756028,"hypothetical protein"
"GUT_GENOME000231_5_33",NA,NA,NA,NA,NA,NA,NA,NA,0.284694686756542,0.0948982289188473,NA,NA,NA,0.227755749405234,NA,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,NA,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.113877874702617,0.284694686756542,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0854084060269626,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.284694686756542,0.0569389373513084,NA,NA,NA,0.0569389373513084,0.189796457837695,NA,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0517626703193712,0.0569389373513084,0.0854084060269626,0.0569389373513084,0.284694686756542,0.0569389373513084,0.227755749405234,0.0569389373513084,0.0569389373513084,0.189796457837695,0.0854084060269626,0.0569389373513084,0.0569389373513084,0.108455118764397,0.227755749405234,0.227755749405234,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,NA,0.0632654859458982,0.227755749405234,0.227755749405234,0.0569389373513084,0.122012008609947,0.0569389373513084,0.0569389373513084,0.0569389373513084,0.0569389373513084,"hypothetical protein"
"GUT_GENOME000231_5_34",NA,NA,NA,NA,NA,NA,0.101577909270217,NA,0.0761834319526625,0.101577909270217,0,NA,NA,0.101577909270217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.06094674556213,0,0,0,NA,0,0,0,0.0761834319526625,0,NA,NA,0,0,0.101577909270217,NA,0,0,0,0.0761834319526625,0,0,0,0.30473372781065,0,0.152366863905325,0,0,0.0761834319526625,0,0,0,0,0.0761834319526625,0.0761834319526625,0,0,0,0,0,NA,0,0.0761834319526625,0.30473372781065,0,0.06094674556213,0,0,NA,0,"Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase"
"GUT_GENOME000231_5_35",NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0.291027154663518,0,0,0.145513577331759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0.0727567886658795,0,NA,0,0,"hypothetical protein"
"GUT_GENOME000231_5_36",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0.132022471910112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132022471910112,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,"hypothetical protein"
"GUT_GENOME000231_5_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321276595744681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321276595744681,NA,NA,NA,NA,0.321276595744681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321276595744681,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321276595744681,NA,NA,NA,NA,NA,NA,NA,"Ribonuclease P protein component"
"GUT_GENOME000231_5_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Putative membrane protein insertion efficiency factor"
"GUT_GENOME000231_5_39",NA,NA,NA,NA,NA,NA,NA,NA,0.159482758620689,NA,0.159482758620689,NA,NA,NA,NA,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,NA,0.318965517241379,0.159482758620689,0.159482758620689,0.159482758620689,NA,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,NA,0.159482758620689,0.159482758620689,0.159482758620689,NA,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,NA,0.318965517241379,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.318965517241379,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,NA,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,NA,0.159482758620689,0.159482758620689,NA,0.159482758620689,0.318965517241379,0.159482758620689,0.159482758620689,0.159482758620689,0.159482758620689,"D-aminoacyl-tRNA deacylase"
"GUT_GENOME000231_5_40",NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.146292585170341,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.146292585170341,0,0,0,0,0,0,0,0,0.146292585170341,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0.585170340681364,0,0,0,0,"Tyrosine--tRNA ligase"
"GUT_GENOME000231_5_41",NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,NA,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0,0.151572668112798,0.151572668112798,0.151572668112798,NA,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,NA,0,NA,0.151572668112798,0,0,0.151572668112798,0.151572668112798,0.151572668112798,0,0,NA,0.151572668112798,0,0.151572668112798,0,0.151572668112798,0.151572668112798,NA,NA,0.151572668112798,0.151572668112798,0.303145336225597,0,NA,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,0.151572668112798,NA,0.151572668112798,0.151572668112798,0,0.151572668112798,0,0,0.151572668112798,0.151572668112798,0.151572668112798,"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase"
"GUT_GENOME000231_5_42",NA,NA,NA,NA,0.459292035398231,NA,0.918584070796462,NA,NA,NA,0.459292035398231,NA,NA,0.131226295828066,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.306194690265487,0.918584070796462,0.183716814159292,0.306194690265487,0.306194690265487,0.306194690265487,0.918584070796462,0.306194690265487,0.306194690265487,0.306194690265487,0.612389380530975,0.306194690265487,NA,0.459292035398231,0.306194690265487,0.306194690265487,0.174968394437421,0.459292035398231,0.306194690265487,0.306194690265487,0.306194690265487,0.122477876106195,0.255162241887906,0.153097345132744,0.306194690265487,0.612389380530975,0.229646017699115,0.459292035398231,0.229646017699115,0.306194690265487,0.459292035398231,0.153097345132744,0.306194690265487,0.229646017699115,NA,0.918584070796462,0.459292035398231,0.229646017699115,0.306194690265487,0.229646017699115,0.306194690265487,0.204129793510325,NA,0.229646017699115,0.153097345132744,0.102064896755162,0.229646017699115,0.122477876106195,0.612389380530975,0.153097345132744,0.204129793510325,0.306194690265487,"hypothetical protein"
"GUT_GENOME000231_5_43",NA,NA,NA,NA,0.181299072091363,0.271948608137044,0.271948608137044,NA,0.271948608137044,0.271948608137044,0.0906495360456814,0.271948608137044,0.271948608137044,0.108779443254818,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.0906495360456814,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.108779443254818,0.271948608137044,NA,0.271948608137044,0.0906495360456814,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.135974304068522,0.0906495360456814,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.135974304068522,0.271948608137044,0.271948608137044,0.0906495360456814,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.135974304068522,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,0.271948608137044,NA,0.271948608137044,0.135974304068522,0.271948608137044,0.271948608137044,0.181299072091363,0.271948608137044,0.271948608137044,0.543897216274089,0.271948608137044,"Peptidoglycan-N-acetylglucosamine deacetylase"
"GUT_GENOME000231_5_44",NA,NA,NA,NA,0,0,0,NA,0.0138738851903028,0.0396396719722937,0.0308308559784507,0,0.0369970271741408,0.0378378687008258,0.0504504916011011,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.036192743974703,0.0603212399578383,0.036192743974703,0.036192743974703,0.036192743974703,0.0264264479815291,0.032016658131468,0.036192743974703,0.036192743974703,0.036192743974703,0.0292081793480059,0.036192743974703,0.036192743974703,0.036192743974703,0,0.036192743974703,NA,0.0730204483700148,0.0603212399578383,0.036192743974703,0.046246283967676,0.0584163586960118,0.036192743974703,0.036192743974703,0.036192743974703,0.0924925679353521,0.0554955407612112,0.0504504916011011,0.0146040896740029,0.0603212399578383,0.0528528959630583,0.0489666536128334,0.0528528959630583,0.036192743974703,0.0520270694636355,0.0504504916011011,0.036192743974703,0.0416216555709084,0.0396396719722937,0.0584163586960118,0.034684712975757,0.0584163586960118,0.0146040896740029,0.0652888714837779,0.0138738851903028,0.0369970271741408,NA,0.0584163586960118,0.0730204483700148,0.0640333162629361,0.0739940543482817,0.0770771399461267,0,0.0504504916011011,0.0252252458005505,0.036192743974703,"hypothetical protein"
"GUT_GENOME000231_5_45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_5_46",NA,NA,NA,NA,NA,NA,0.125324675324675,NA,0,0.125324675324675,0.0626623376623375,NA,NA,0.0835497835497833,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.15038961038961,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0,0.125324675324675,NA,NA,0.125324675324675,0.125324675324675,NA,NA,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0,0.125324675324675,0.125324675324675,NA,0.125324675324675,0.125324675324675,0.125324675324675,0.125324675324675,0.167099567099567,0.125324675324675,0.125324675324675,NA,0.125324675324675,NA,0.75194805194805,0.0626623376623375,0.75194805194805,0.25064935064935,0.0626623376623375,0.125324675324675,0.125324675324675,"hypothetical protein"
"GUT_GENOME000231_5_47",NA,NA,NA,NA,0,0,0.137442572741194,NA,0,0.0916283818274629,0.0916283818274629,0,0,0.183256763654926,0.0916283818274629,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.0687212863705972,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.206163859111792,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0,0.274885145482389,NA,0,0.0687212863705972,0.274885145482389,0,0,0.274885145482389,0.274885145482389,0.274885145482389,0.274885145482389,0.0916283818274629,0.0458141909137314,0.274885145482389,0.274885145482389,0.0916283818274629,0.274885145482389,0.0916283818274629,0.274885145482389,0.274885145482389,0.0458141909137314,0.274885145482389,0.0916283818274629,0.0916283818274629,0.183256763654926,0.274885145482389,0.0916283818274629,0.274885145482389,0.0916283818274629,0.274885145482389,0.274885145482389,NA,0.0916283818274629,0.0916283818274629,0.137442572741194,0.0916283818274629,0.137442572741194,0.274885145482389,0.0916283818274629,0.274885145482389,0.274885145482389,"Putative acetyltransferase"
"GUT_GENOME000231_5_48",NA,NA,NA,NA,NA,0.0863991081382385,NA,NA,NA,NA,0.215997770345596,NA,0.0431995540691192,NA,0.215997770345596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215997770345596,NA,NA,NA,0.431995540691193,NA,NA,NA,NA,0.431995540691193,NA,NA,NA,0.215997770345596,NA,NA,0.0431995540691192,0.215997770345596,NA,0.0431995540691192,0.0431995540691192,NA,NA,NA,0.323996655518395,0.222169135212613,0.259197324414716,NA,0.431995540691193,0.215997770345596,NA,0.215997770345596,NA,NA,0.259197324414716,NA,0.215997770345596,NA,0.431995540691193,NA,0.215997770345596,NA,0.215997770345596,NA,NA,NA,0.215997770345596,NA,0.215997770345596,0.215997770345596,0.215997770345596,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_5_49",NA,NA,NA,NA,0.559327731092439,NA,NA,NA,NA,0.559327731092439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838991596638659,NA,NA,NA,NA,NA,NA,NA,0.559327731092439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0593226381461677,NA,0.0559327731092439,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_5_50",NA,NA,NA,NA,0.132906125166444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265812250332888,NA,NA,NA,NA,NA,NA,0,0.265812250332888,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hypothetical protein"
"GUT_GENOME000231_5_51",NA,NA,NA,NA,0.63013698630137,NA,0.727081138040043,NA,NA,0.484720758693362,0.242360379346681,NA,NA,NA,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,0.242360379346681,NA,NA,0.242360379346681,0.242360379346681,0.242360379346681,NA,0.242360379346681,0.242360379346681,0.242360379346681,0,0.242360379346681,NA,NA,0.242360379346681,0.242360379346681,NA,0.12118018967334,0.242360379346681,0.242360379346681,0.242360379346681,NA,0.242360379346681,0.218124341412013,0.242360379346681,0.138491645340961,0.242360379346681,NA,NA,0.242360379346681,0.581664910432034,NA,0.484720758693362,NA,NA,NA,NA,NA,0.242360379346681,NA,0.242360379346681,0.242360379346681,NA,NA,NA,0.727081138040043,NA,0.484720758693362,NA,NA,0.242360379346681,0.242360379346681,"No product information"
"GUT_GENOME000231_5_52",NA,NA,NA,NA,0.394648203592816,0,0.175399201596807,NA,NA,0.526197604790421,0.263098802395211,0.263098802395211,0.526197604790421,NA,0.263098802395211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263098802395211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.263098802395211,NA,0.131549401197605,0.263098802395211,NA,NA,NA,0.263098802395211,0.526197604790421,0.105239520958084,NA,0.526197604790421,0.263098802395211,0.394648203592816,0.263098802395211,NA,NA,0.105239520958084,NA,0.263098802395211,NA,NA,NA,0.263098802395211,NA,0.263098802395211,NA,NA,NA,0.263098802395211,0.263098802395211,0.263098802395211,0.263098802395211,0.175399201596807,NA,0.263098802395211,NA,NA,"hypothetical protein"
"GUT_GENOME000231_5_53",NA,NA,NA,NA,0.0409273410180029,NA,0.0613910115270043,NA,NA,0.0358114233907525,0.0774301046286541,0.0395160533966924,0.0691530934442118,NA,0.0557066586078373,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0557066586078373,0.0881511960387755,0.0881511960387755,0.0881511960387755,NA,NA,0.0881511960387755,0.0881511960387755,0.0881511960387755,NA,0.0881511960387755,0.0881511960387755,0.0881511960387755,NA,0.0881511960387755,NA,NA,0.0557066586078373,0.0881511960387755,0.0802175883952857,0.0537171350861288,0.0881511960387755,0.0881511960387755,0.0881511960387755,0.0613910115270043,0.0716228467815051,0.0527747292074248,0.0881511960387755,0.0859474161378061,0.0808052630355442,0.0550944975242347,0.0808052630355442,0.0881511960387755,NA,0.051421531022619,0.0881511960387755,0.0808052630355442,NA,NA,NA,0.0829317173259533,0.0881511960387755,0.0808052630355442,0.0781340146707328,0.0881511960387755,NA,0.0661133970290816,0.0493950667458655,0.0477485645210034,0.0808052630355442,0.0477485645210034,0.0781340146707328,0.0661133970290816,0.0881511960387755,0.0881511960387755,"hypothetical protein"
"GUT_GENOME000231_5_54",NA,NA,NA,NA,0.0848629050532511,0.193972354407431,0.0727396329027867,NA,0.0759022256376904,0.0775889417629724,0.0484930886018578,0.0969861772037156,0.0323287257345718,0.0171152077418321,0.0636471787899383,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0636471787899383,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0831310090317562,0.0581917063222293,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.07935232680304,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.166262018063512,0.0323287257345718,NA,0,0.0636471787899383,0.0323287257345718,0.0563145545053832,0.0684608309673286,0.0323287257345718,0.0323287257345718,0.0323287257345718,0.0671442765256492,0.0646574514691437,0.0513456232254964,0.0323287257345718,0.0759022256376904,0.0529015512020267,0.10910944935418,0.0529015512020267,0.0323287257345718,0.0969861772037155,0.0484930886018577,0.0323287257345718,0.0529015512020267,0.0506014837584603,0.05455472467709,0.10910944935418,0.0529015512020267,0.0323287257345718,0.0529015512020267,0.0323287257345718,0.0323287257345718,NA,0.0529015512020267,0,0.0991904085038,0.0415655045158781,0.0991904085038,0,0.0193972354407431,0.0415655045158781,0.0323287257345718,"hypothetical protein"
"GUT_GENOME000231_5_55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No product information"
